Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJ091h16yZ4jARxzxiNVyKVOw,景点,ร้านมาลัยยายอ้อย,ร้านมาลัยยายอ้อย,buddhist_temple,佛教寺庙,,,"2 Thanon Unakan, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750979,100.501865,拍那空县,巴杜披,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 95 662 5181,,,,https://maps.google.com/?cid=17029388219631942855&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJwelkXc2Z4jARMJwfRB9oM-g,景点,ร้านศักติปุตรา (B327) ชั้น 3 เมก้า พลาซ่า สะพานเหล็ก,ร้านศักติปุตรา (B327) ชั้น 3 เมก้า พลาซ่า สะพานเหล็ก,museum,博物馆,,,"900 Maha Chai Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74535,100.502449,拍那空县,三王府区,,+66 95 624 6241,https://m.facebook.com/SaktiputtraShop/,适合儿童|有洗手间,,https://maps.google.com/?cid=16731831524107721776&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJqS2qRgCZ4jARjFn2LVkHKWg,景点,ลานประติมากรรม,ลานประติมากรรม,tourist_attraction,旅游胜地,,,"2 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757167,100.492076,拍那空县,大皇宫区,,,,适合儿童,,https://maps.google.com/?cid=7505538333594245516&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJF6rJewCZ4jARYqgsWQQ9U2M,景点,ลานพระรัตนตรัยเทวราช วัดเทวราชกุญชรวรวิหาร,ลานพระรัตนตรัยเทวราช วัดเทวราชกุญชรวรวิหาร,buddhist_temple,佛教寺庙,,,"90 Si Ayutthaya Rd, Khwaeng Wachira Phayaban, Khet Dusit, Krung Thep Maha Nakhon 10300",13.772331,100.502164,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=7157131321707112546&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZW4NZwCZ4jARUbFl3hyVRLU,景点,ลานโพธิ์และต้นโพธิ์ มหาวิทยาลัยธรรมศาสตร์,ลานโพธิ์และต้นโพธิ์ มหาวิทยาลัยธรรมศาสตร์,historical_landmark,历史地标,,,"2 Phra Chan Alley, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756824,100.48955,曼谷蓮縣,大皇宫区,,,,,,https://maps.google.com/?cid=13061728770504110417&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ5RsiHwCZ4jARxUvoMhPBfZE,景点,ลิฟต์แดง คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์,ลิฟต์แดง คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์,historical_landmark,历史地标,,,"QF4Q+JMC, Phra Chan Alley, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756716,100.489043,曼谷蓮縣,大皇宫区,,,,,,https://maps.google.com/?cid=10483747795791006661&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe1CrcACZ4jARRzTNTKMGAeU,景点,วงเวียน SiMR,วงเวียน SiMR,park,公园,,,"QF5M+VWH, Gymnasium, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.759685,100.484874,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=16501477808100160583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJF4CN44yZ4jARkMP4IUteXKs,景点,วังบางยี่ขัน,วังบางยี่ขัน,museum,博物馆,,,"279 จรัญสนิทวงศ์ Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.770127,100.495839,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=12347847955128566672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYwaxFwCZ4jARGGF1DTr2c6M,景点,วัดกัลยา ณ มิตร,วัดกัลยา ณ มิตร,buddhist_temple,佛教寺庙,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=11778028179698311448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJa-uzCwCZ4jARaWdmPsgpD2I,景点,วัดบวรสถานสุทธาวาส (วัดพระแก้ววังหน้า),วัดบวรสถานสุทธาวาส (วัดพระแก้ววังหน้า),buddhist_temple,佛教寺庙,,,"4 Thanon Rachini, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759481,100.491556,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=7065912280384694121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJy1YLbwCZ4jAR-Z512PsHFv8,景点,วัดพระพิเรนทร์,วัดพระพิเรนทร์,buddhist_temple,佛教寺庙,,,"ดิโอลด์สยามพลาซ่า 35-4 Thanon Burapha, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745235,100.500533,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=18380887707409030905&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ1ZGaAgCZ4jARzbym1fuYl78,景点,วัดพระยาศิริไอยสวรรค์ Park,วัดพระยาศิริไอยสวรรค์ Park,garden,花园,,,"373 Soi Suwannin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.768616,100.493127,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=13805671390116232397&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9bqJNhqZ4jARASN_NE8kD5g,景点,วัดศิริคุรุซิงห์สภา,วัดศิริคุรุซิงห์สภา,buddhist_temple,佛教寺庙,,,"565 พาหุรัด Phahurat Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745029,100.499809,拍那空县,三王府区,,+66 2 221 0111,,有洗手间,,https://maps.google.com/?cid=10957016341017469697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ8TLJYNOZ4jARAZz3EdlpPV0,景点,วัดโสมนัสฯ ศาลา 1,วัดโสมนัสฯ ศาลา 1,buddhist_temple,佛教寺庙,,,"646 Krung Kasem Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75997,100.510132,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=6718642600136907777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJA5kpqCSZ4jARHAmn6b1Puso,景点,วัดโสมนัสฯ ศาลา 10,วัดโสมนัสฯ ศาลา 10,buddhist_temple,佛教寺庙,,,"646 Krung Kasem Road, Wat Sommanat, Pom Prap Sattru Phai, Bangkok, ThailandWat Sommanat, เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100",13.759616,100.510669,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=14608076018417076508&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQ4y0tm6Z4jARt83JO3LQaMo,景点,วัดโสมนัสฯ ศาลา 4,วัดโสมนัสฯ ศาลา 4,buddhist_temple,佛教寺庙,,,"646 Krung Kasem Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75974,100.510405,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=14585136582287281591&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJodn5yseZ4jAR05wCXQyAT4c,景点,วัดโสมนัสฯ ศาลา 7,วัดโสมนัสฯ ศาลา 7,buddhist_temple,佛教寺庙,,,"646 Krung Kasem Road, Wat Sommanat, Pom Prap Sattru Phai, ThailandWat Sommanat, Pomprab, กรุงเทพมหานคร 10100",13.759561,100.510072,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=9750152508868828371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ18O4T5uZ4jARRZvgGINEziI,景点,วัดโสมนัสฯ ศาลา 8,วัดโสมนัสฯ ศาลา 8,buddhist_temple,佛教寺庙,,,"646 Krung Kasem Road, Wat Sommanat, Pom Prap Sattru Phai, ThailandWat Sommanat, Pomprab, กรุงเทพมหานคร 10100",13.75946,100.510177,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=2508017372340722501&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3Snr7_mZ4jARnUO42IZoShQ,景点,วันนี้แพรพีทำอะไร,วันนี้แพรพีทำอะไร,tourist_attraction,旅游胜地,,,"ฺ, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=1462095957406008221&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC0ai45qZ4jARmZEE33IxeUU,景点,วิหารจุฬามณีเจดีย์ วัดดาวดึงษาราม,วิหารจุฬามณีเจดีย์ วัดดาวดึงษาราม,buddhist_temple,佛教寺庙,,,"872 Wat Daowaduengsaram, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.767804,100.490562,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=5006086830236668313&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHfXDFQCZ4jARF6LETSiU5VA,景点,ศาลาธรรมชินราชปัญจบพิธ,ศาลาธรรมชินราชปัญจบพิธ,buddhist_temple,佛教寺庙,,,"QG87+283, Likhit Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.765048,100.513228,都实县,Dusit,,,,,,https://maps.google.com/?cid=5829228193525309975&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ7yyWPwCZ4jARaHfItkG-iWc,景点,ศาลาบัณณรศภาค,ศาลาบัณณรศภาค,buddhist_temple,佛教寺庙,,,"69 Nakhon Pathom Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.765577,100.514089,都实县,Dusit,,,,,,https://maps.google.com/?cid=7460703447164680040&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpRIqDACZ4jARv9WQu7or9T4,景点,ศาลาปฏิบัติธรรม วัดโสมนัสวรราชวิหาร,ศาลาปฏิบัติธรรม วัดโสมนัสวรราชวิหาร,buddhist_temple,佛教寺庙,,,"646 Phaniang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.760466,100.510041,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=4536580280656385471&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ52XTDgCZ4jARP3cqeV0sCz8,景点,ศาลาปิยชาติ,ศาลาปิยชาติ,buddhist_temple,佛教寺庙,,,"344 Boriphat Rd, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.753223,100.507259,邦巴沙都拍县,班巴区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,有洗手间,,https://maps.google.com/?cid=4542773429109684031&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJF7ked3GZ4jAR6QJGLtxDs5g,景点,ศาลาพระเครื่องวัดเอี่ยมวรนุช,ศาลาพระเครื่องวัดเอี่ยมวรนุช,buddhist_temple,佛教寺庙,,,"178 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76652,100.50114,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=11003212927544460009&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJu_V0HQCZ4jARDXcUq_KYmbg,景点,ศาลาวัตถุมงคล วัดบวรนิเวศวิหาร,ศาลาวัตถุมงคล วัดบวรนิเวศวิหาร,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759794,100.500096,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=13301831142435223309&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJW2W0agCZ4jARyjUqB2K8MMU,景点,ศาลาสี่สมเด็จ,ศาลาสี่สมเด็จ,buddhist_temple,佛教寺庙,,,"69 Nakhon Pathom Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.766067,100.514026,都实县,Dusit,,,,,,https://maps.google.com/?cid=14209063953566938570&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE-oROgCZ4jAR-x7W2y_JpwQ,景点,ศาลาโรงธรรม บ้านปูน,ศาลาโรงธรรม บ้านปูน,historical_landmark,历史地标,,,"904 จรัญสนิทวงศ์ Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.770843,100.495527,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=335457904651280123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpZsaMACZ4jARe4qoQRXDNHA,景点,ศูนย์กลางวัดน้อยทองอยู่,ศูนย์กลางวัดน้อยทองอยู่,buddhist_temple,佛教寺庙,,,"QF7Q+7J3, Thanon Arun Amarin, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.763138,100.489034,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=8085301727100177019&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJr7EBOwCZ4jARPSC8wO0lnjU,景点,สถานที่ชมนกปากห่าง,สถานที่ชมนกปากห่าง,tourist_attraction,旅游景点,,,"QG88+G3H, Suan Chitlada, Dusit District, Bangkok 10300",13.766582,100.515454,都实县,Suan Chit Lada,,,,,,https://maps.google.com/?cid=3863567233401495613&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZ93LHACZ4jARoc77jhtyctc,景点,สถาบันพลังจิตตานุภาพ สาขา30วัดใหม่อมตรส(บางขุนพรหม),สถาบันพลังจิตตานุภาพ สาขา30วัดใหม่อมตรส(บางขุนพรหม),buddhist_temple,佛教寺庙,,,"132 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764173,100.501864,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=15524596328188071585&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJVz2OEgCZ4jARg4lwOA4eQlk,景点,สวน 15 นาที สัมพันธวงศ์,สวน 15 นาที สัมพันธวงศ์,park,公园,,,"PGR3+47X, Anuwong Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740112,100.503019,三攀他旺县,差甲瓦區,,,,适合儿童,,https://maps.google.com/?cid=6431736264263764355&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJeVStHYKZ4jARGnSrUbh4JY8,景点,สวนวันครู สพฐ.,สวนวันครู สพฐ.,garden,花园,,,"319 Thanon Ratchadamnoen Nok, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.766111,100.509861,都实县,Dusit,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 休息 | 星期日: 休息,,,无障碍入口|无障碍停车|无障碍洗手间|无障碍座位,,https://maps.google.com/?cid=10314783254601495578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE_3mzgGZ4jARNpWUgEMYYew,景点,สวพฝ,สวพฝ,park,公园,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=17032921943891023158&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWY2mWs2Z4jARTCOpnmO7FRc,景点,สำนักงานกลาง กองการวิปัสสนาธุระ คณะ 5,สำนักงานกลาง กองการวิปัสสนาธุระ คณะ 5,buddhist_temple,佛教寺庙,,,"3 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754214,100.489892,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=1663441673921307468&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxfgpRmCZ4jARFmIx-qy_KQc,景点,สำนักงานกองงานเลขาเจ้าคณะกรุงเทพมหานคร,สำนักงานกองงานเลขาเจ้าคณะกรุงเทพมหานคร,buddhist_temple,佛教寺庙,,,"3 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754376,100.491249,拍那空县,大皇宫区,星期一: 08:00–17:00 | 星期二: 08:00–17:00 | 星期三: 08:00–17:00 | 星期四: 08:00–17:00 | 星期五: 08:00–17:00 | 星期六: 08:00–17:00 | 星期日: 08:00–17:00,+66 2 000 3388,https://oksgov.org/,有洗手间|无障碍停车,,https://maps.google.com/?cid=516154381963452950&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJH0e3WgCZ4jARVdtT8NpM0dc,景点,หมุดคณะราษฎรจำลอง,หมุดคณะราษฎรจำลอง,tourist_attraction,旅游景点,,,"อยู่ติดกับ 1976 Thammasat Massacre Memorial และอยู่ด้านหน้าห้องสมุดสัญญา ธรรมศักดิ์ 2 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757176,100.491963,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=15551295491505642325&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJt9g-WQCZ4jAR5k_c-1SnTRY,景点,หมู่พระวิมานเมืองสรวง,หมู่พระวิมานเมืองสรวง,museum,博物馆,,,"พิพิธภัณฑสถานแห่งชาติ พระนคร National Museum, 4 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75824,100.491353,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=1607124625485746150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ-2hBenyZ4jARm2rdifUpTq4,景点,หลักกิโลเมตรที่ 0 (Thailand's Kilometer 0 Marker),หลักกิโลเมตรที่ 0 (Thailand's Kilometer 0 Marker),historical_landmark,历史地标,,,"149 Prachathipatai Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757142,100.502161,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12560022545339607707&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJEz0gOQCZ4jARbq_5xJVz3UY,景点,หัวรถจักร ร ฟ ท 950,หัวรถจักร ร ฟ ท 950,historical_landmark,历史地标,,,"QF5P+VWC พลับพลาสยามินทราศิริราชานุสรณีย์, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.75955,100.487295,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=5106364639600029550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
