清单序号,酒店ID,清单酒店名称,携程详情酒店名称,Trip酒店ID,Trip酒店名称,身份核验,采集状态,房型数量,尝试次数,HTTP状态,失败原因,入住日期,离店日期,请求URL,最终详情URL,采集时间
698,96528078,曼谷尊贵比左特尔酒店,Aspira 素提讪壹号酒店(Aspira One Sutthisan),96528078,Aspira One Sutthisan,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-96528078/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-96528078/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:17:45
699,101005795,曼谷尊贵比左特尔酒店,蓝河马酒店(Blue Hippo Hotel),101005795,Blue Hippo Hotel,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-101005795/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-101005795/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:17:49
700,711098,曼谷尊贵比左特尔酒店,弥泰雅素坤逸18巷酒店(Maitria Hotel Sukhumvit 18 - A Chatrium Collection Bangkok),711098,Maitria Hotel Sukhumvit 18 - A Chatrium Collection Bangkok,酒店ID与携程详情名称一致,成功,10,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-711098/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-711098/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:17:53
701,1703230,曼谷尊贵比左特尔酒店,曼谷江山酒店素坤逸24(Hope Land Hotel Sukhumvit 24),1703230,Hope Land Hotel Sukhumvit 24,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1703230/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-1703230/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:17:57
702,996638,曼谷尊贵比左特尔酒店,国家大楼莲花酒店(lebua at State Tower),996638,lebua at State Tower,酒店ID与携程详情名称一致,成功,9,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996638/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-996638/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:01
703,78191292,曼谷尊贵比左特尔酒店,曼谷阿亚通酒店(Ayathorn Bangkok),78191292,Ayathorn Bangkok,酒店ID与携程详情名称一致,成功,9,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-78191292/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-78191292/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:05
704,24218148,曼谷尊贵比左特尔酒店,三养宁静酒店(Samyan Serene Hotel),24218148,Samyan Serene Hotel,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-24218148/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-24218148/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:10
705,89775157,曼谷尊贵比左特尔酒店,唐人街阿姑酒店(Ago Hotel Chinatown),89775157,Ago Hotel Chinatown,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-89775157/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-89775157/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:15
706,701933,曼谷尊贵比左特尔酒店,Aspira旗下iCheck Inn 娜娜店(iCheck inn Nana by Aspira),701933,iCheck inn Nana by Aspira,酒店ID与携程详情名称一致,成功,2,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701933/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-701933/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:19
707,3930490,曼谷尊贵比左特尔酒店,素坤逸107号SLH旗下理论酒店(Theorie Hotel Sukhumvit by SLH),3930490,Theorie Hotel Sukhumvit by SLH,酒店ID与携程详情名称一致,成功,3,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-3930490/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-3930490/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:23
708,8379299,曼谷尊贵比左特尔酒店,车站W酒店(W Station),8379299,W Station,酒店ID与携程详情名称一致,成功,3,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-8379299/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-8379299/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:27
709,701106,曼谷尊贵比左特尔酒店,中国城阿尔瓦娜快捷酒店(Arawana Express Chinatown),701106,Arawana Express Chinatown,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701106/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-701106/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:31
710,1497043,曼谷尊贵比左特尔酒店,曼谷白金诺富特酒店(Novotel Bangkok Platinum Pratunam),1497043,Novotel Bangkok Platinum Pratunam,酒店ID与携程详情名称一致,成功,11,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1497043/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-1497043/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:36
711,703108,曼谷尊贵比左特尔酒店,汤姆逊别墅酒店(Thomson Residence Hotel),703108,Thomson Residence Hotel,酒店ID与携程详情名称一致,成功,8,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-703108/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-703108/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:40
712,996661,曼谷尊贵比左特尔酒店,曼谷阿德尔菲套房酒店(Adelphi Suites Bangkok),996661,Adelphi Suites Bangkok,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996661/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-996661/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:45
713,1508346,曼谷尊贵比左特尔酒店,奔集格兰德中心大酒店(Grande Centre Point Hotel Ploenchit),1508346,Grande Centre Point Hotel Ploenchit,酒店ID与携程详情名称一致,成功,10,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1508346/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-1508346/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:49
714,104572299,曼谷尊贵比左特尔酒店,塔纳维素酒店(Thana Wisut Hotel),104572299,Thana Wisut Hotel,酒店ID与携程详情名称一致,成功,7,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-104572299/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-104572299/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:53
715,702910,曼谷尊贵比左特尔酒店,曼谷戴维斯酒店(The Davis Bangkok),702910,The Davis Bangkok,酒店ID与携程详情名称一致,成功,11,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702910/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-702910/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:18:58
716,996769,曼谷尊贵比左特尔酒店,曼谷大仓新颐酒店(The Okura Prestige Bangkok),996769,The Okura Prestige Bangkok,酒店ID与携程详情名称一致,成功,12,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996769/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-996769/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:02
717,702782,曼谷尊贵比左特尔酒店,"曼谷素万那普机场素万那普套房酒店(Suvarnabhumi Suite Hotel - Suvarnabhumi Airport, Bangkok)",702782,"Suvarnabhumi Suite Hotel - Suvarnabhumi Airport, Bangkok",酒店ID与携程详情名称一致,成功,12,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702782/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-702782/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:06
718,9669896,曼谷尊贵比左特尔酒店,住宿酒店(Stay Hotel BKK),9669896,Stay Hotel BKK,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-9669896/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-9669896/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:10
719,7281575,曼谷尊贵比左特尔酒店,安纳贾克曼谷酒店(Anajak Bangkok Hotel),7281575,Anajak Bangkok Hotel,酒店ID与携程详情名称一致,成功,5,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-7281575/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-7281575/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:15
720,86185640,曼谷尊贵比左特尔酒店,阁楼202酒店(Loft 202 Hotel),86185640,Loft 202 Hotel,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-86185640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-86185640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:20
721,700734,曼谷尊贵比左特尔酒店,曼谷阿玛瑞酒店(Amari Bangkok),700734,Amari Bangkok,酒店ID与携程详情名称一致,成功,16,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-700734/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-700734/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:24
722,2326889,曼谷尊贵比左特尔酒店,文斯水门酒店(Vince Hotel Pratunam),2326889,Vince Hotel Pratunam,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-2326889/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-2326889/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:28
723,703080,曼谷尊贵比左特尔酒店,曼谷胜利行政公寓酒店(The Victory Residences Bangkok),703080,The Victory Residences Bangkok,酒店ID与携程详情名称一致,成功,7,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-703080/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-703080/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:32
724,126910332,曼谷尊贵比左特尔酒店,素坤逸酷玩酒店(Coolplay house sukhumvit onnut),126910332,Coolplay house sukhumvit onnut,酒店ID与携程详情名称一致,成功,13,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-126910332/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-126910332/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:36
725,47093615,曼谷尊贵比左特尔酒店,金巢酒店(Golden Nest Hotel Suvarnabhumi),47093615,Golden Nest Hotel Suvarnabhumi,酒店ID与携程详情名称一致,成功,6,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-47093615/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-47093615/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:41
726,14121045,曼谷尊贵比左特尔酒店,曼谷苏拉旺万豪酒店(Bangkok Marriott Hotel the Surawongse),14121045,Bangkok Marriott Hotel the Surawongse,酒店ID与携程详情名称一致,成功,12,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-14121045/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-14121045/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:45
727,112094533,曼谷尊贵比左特尔酒店,曼谷弗莱姆酒店(Frame Hotel Bangkok),112094533,Frame Hotel Bangkok,酒店ID与携程详情名称一致,成功,8,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-112094533/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-112094533/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:49
728,134166485,曼谷尊贵比左特尔酒店,素坤逸奥坦(Awtan Sukhumvit),134166485,Awtan Sukhumvit,酒店ID与携程详情名称一致,成功,9,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-134166485/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-134166485/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:19:54
729,116718432,曼谷尊贵比左特尔酒店,拉差达杰斯酒店(Jace Ratchada Hotel),116718432,Jace Ratchada Hotel,酒店ID与携程详情名称一致,成功,5,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-116718432/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-116718432/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:24
730,701842,曼谷尊贵比左特尔酒店,钻石大套房酒店(Grand Diamond Suites Hotel),701842,Grand Diamond Suites Hotel,酒店ID与携程详情名称一致,成功,8,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701842/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-701842/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:32
731,5612802,曼谷尊贵比左特尔酒店,收藏 O The Step Sathorn(Collection O The Step Sathorn),5612802,Collection O The Step Sathorn,酒店ID与携程详情名称一致,成功,5,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-5612802/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-5612802/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:39
732,996682,曼谷尊贵比左特尔酒店,曼谷大将军酒店(Admiral Premier Bangkok),996682,Admiral Premier Bangkok,酒店ID与携程详情名称一致,成功,10,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996682/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-996682/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:44
733,700726,曼谷尊贵比左特尔酒店,亚玛兰塔酒店(Amaranta Hotel),700726,Amaranta Hotel,酒店ID与携程详情名称一致,成功,10,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-700726/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-700726/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:48
734,6206028,曼谷尊贵比左特尔酒店,曼谷Volve酒店(Volve Hotel Bangkok),6206028,Volve Hotel Bangkok,酒店ID与携程详情名称一致,成功,4,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-6206028/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-6206028/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:52
735,21132724,曼谷尊贵比左特尔酒店,通罗阿斯皮拉热带住宅酒店(Aspira Tropical Residence Thong Lor),21132724,Aspira Tropical Residence Thong Lor,酒店ID与携程详情名称一致,成功,3,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-21132724/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-21132724/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:20:56
736,119802552,曼谷尊贵比左特尔酒店,KITSCH酒店(Kitsch Hotel),119802552,Kitsch Hotel,酒店ID与携程详情名称一致,成功,19,1,200,,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-119802552/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,https://us.trip.com/hotels/bangkok-hotel-detail-119802552/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,2026-09-06 19:21:01
