发现序号,酒店ID,酒店名称,列表价格,评分,点评数,星级/钻级,地址/区域,详情URL,列表原始URL,发现来源,首次发现轮次,首次发现时间
787,5033550,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=5033550&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,78,2026-08-30 23:50:11
788,3802657,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3802657&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,78,2026-08-30 23:50:11
789,97713726,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=97713726&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,78,2026-08-30 23:50:11
790,3289967,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3289967&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
791,103247597,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=103247597&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
792,123919148,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123919148&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
793,702123,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702123&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
794,702085,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702085&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
795,110089274,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=110089274&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
796,702490,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702490&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
797,21092707,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21092707&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
798,702904,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702904&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
799,759927,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=759927&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,79,2026-08-30 23:50:23
800,113031415,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=113031415&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
801,131315759,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=131315759&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
802,702028,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702028&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
803,114057723,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=114057723&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
804,996698,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996698&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
805,996750,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996750&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
806,702473,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702473&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
807,701061,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701061&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
808,701178,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
809,104439405,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=104439405&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,80,2026-08-30 23:50:35
810,996021,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996021&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
811,702572,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702572&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
812,6412858,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6412858&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
813,3929693,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3929693&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
814,54794192,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=54794192&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
815,133079953,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133079953&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
816,1729988,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1729988&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
817,23499113,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=23499113&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
818,701834,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701834&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
819,24312179,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=24312179&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,81,2026-08-30 23:50:48
820,702094,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702094&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,82,2026-08-30 23:51:00
821,924201,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=924201&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,82,2026-08-30 23:51:00
822,2921653,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2921653&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,82,2026-08-30 23:51:00
823,22118795,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,82,2026-08-30 23:51:00
824,756545,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=756545&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList|DOM属性,82,2026-08-30 23:51:00
