Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJA-4ltUGZ4jARNEQSCOQF4kc,美食餐饮,Likhit Kai Yang,,thai_restaurant,泰国餐厅,,,,"31/1 Phaniang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.76114,100.509282,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=5179708998375588916&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJa3u1AQCZ4jARdTABnKGWqCA,美食餐饮,Local Food Stall,,thai_restaurant,泰国餐厅,,,,"1082/20 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.754773,100.516662,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=2353296426152308853&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLUk-WhCZ4jARTOMBFCbc5ko,美食餐饮,Long Aoei,ร้านอาหาร ลงเอย,thai_restaurant,泰国餐厅,4.5,110,PRICE_LEVEL_INEXPENSIVE,"10 Thanon Ratchabophit, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749515,100.498253,拍那空县,拉差博披寺区,"星期一: 11:00–14:00, 16:00–19:30 | 星期二: 11:00–14:00, 16:00–19:30 | 星期三: 11:00–14:00, 16:00–19:30 | 星期四: 11:00–14:00, 16:00–19:30 | 星期五: 11:00–14:00, 16:00–19:30 | 星期六: 11:00–14:00, 16:00–19:30 | 星期日: 11:00–14:00, 16:00–19:30",+66 2 224 6961,https://www.wongnai.com/restaurants/18966Mr-%E0%B8%A5%E0%B8%87%E0%B9%80%E0%B8%AD%E0%B8%A2,可预约|适合团体|有洗手间|外带|配送|堂食|供应早午餐|供应午餐|供应晚餐|供应啤酒,,https://maps.google.com/?cid=5397243259552654156&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ4QGLAACZ4jARGJD9SgChrx0,美食餐饮,Long's thai soup restaurant,,thai_restaurant,泰国餐厅,,,,"114 Trok Ban Lo, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760266,100.506261,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=2139105370654478360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ48f6aW2Z4jARYgqmBAOFEsk,美食餐饮,Lotash Seed,,thai_restaurant,泰国餐厅,,,,"227 Thanon Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760452,100.496905,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=14488789199213693538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_6M64x6Z4jARBaPwvq1S3Fg,美食餐饮,Love sour&spicy salad 🏻 ️,,thai_restaurant,泰国餐厅,,,,"52/1 Thanon Phra Sumen, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763179,100.496539,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=6403083676400263941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJJWeSnwuZ4jARtY5JbhFToEw,美食餐饮,Lung Louise,,thai_restaurant,泰国餐厅,,,,"Trok Phra Chan Klang, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756386,100.488979,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=5521504477486091957&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ26ggGR6Z4jARhpQGqJz9rA8,美食餐饮,Lung Yong,,thai_restaurant,泰国餐厅,,,,"QF5W+Q9M, Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Chang Wat Nonthaburi 10200",13.759459,100.495915,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1129556455838880902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3bVEfwCZ4jAR9q3GqLlVe6A,美食餐饮,MBk,,thai_restaurant,泰国餐厅,,,,"2 Lak Muang Rd, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752521,100.494179,拍那空县,大皇宫区,,,,适合团体|外带|堂食|供应晚餐,,https://maps.google.com/?cid=11563930724092784118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ71jXwJeZ4jARbBMCXs8Pa6c,美食餐饮,MOOMGAPAO มุมกะเพรา ท่ามหาราช,,thai_restaurant,泰国餐厅,,,,"1/11 Trok Maha That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755007,100.488845,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=12063753410151846764&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJDfcEY3KZ4jARd76UWwtwXGc,美食餐饮,Madame Musur,,thai_restaurant,泰国餐厅,,,,"41 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762137,100.494975,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=7447951077847383671&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ-TDjegCZ4jARqRNN4ygdNzc,美食餐饮,Mae Nuan Restaurant,,thai_restaurant,泰国餐厅,,,,"QG82+27H, Soi Samsen 8, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765065,100.500731,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=3978680857254499241&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJX0LkNJqZ4jARHOJRM7KBeRc,美食餐饮,MaeThum Padthai,แม่ทุมผัดไทยเข่ง,thai_restaurant,泰国餐厅,4.9,1686,PRICE_LEVEL_INEXPENSIVE,"6/3 Thanon Siri Phong, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753669,100.502369,拍那空县,大秋千区,星期一: 10:00–20:00 | 星期二: 10:00–20:00 | 星期三: 10:00–20:00 | 星期四: 10:00–20:00 | 星期五: 10:00–20:00 | 星期六: 10:00–20:00 | 星期日: 休息,+66 88 951 6145,https://www.facebook.com/profile.php?id=100049203020959,适合儿童|适合团体|有洗手间|户外座位|外带|配送|堂食|供应早餐|供应午餐|供应晚餐|供应啤酒|供应素食,,https://maps.google.com/?cid=1691525737419498012&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJnWl0B-aZ4jARGa6-M71IeE8,美食餐饮,Mam Tom Yum Kung,,thai_restaurant,泰国餐厅,,,,"หน้า อาคารจอดรถ Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760848,100.498534,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=5726406903655738905&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJCYsgXHKZ4jAR4EJCsE80Fh8,美食餐饮,Mango Tum Nua | แมงโก้ตำนัว,,thai_restaurant,泰国餐厅,,,,"30 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761201,100.493823,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=2240035381527593696&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ18gxlDmZ4jARbgMew050Y6Q,美食餐饮,Manicha Cafe3,,thai_restaurant,泰国餐厅,4.9,45,PRICE_LEVEL_INEXPENSIVE,"228 230 Maha Chai Rd, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751771,100.504269,拍那空县,巴杜披,星期一: 09:00–17:00 | 星期二: 09:00–20:00 | 星期三: 09:00–20:00 | 星期四: 09:00–20:00 | 星期五: 09:00–20:00 | 星期六: 09:00–20:00 | 星期日: 09:00–20:00,+66 97 107 9896,,适合儿童|适合团体|有洗手间|外带|配送|堂食|供应早餐|供应早午餐|供应午餐|供应晚餐|供应咖啡|供应甜品,,https://maps.google.com/?cid=11845439326544331630&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ74ggFACZ4jARBEBxMTd9Lxw,美食餐饮,Marché / restau Bangkok,,thai_restaurant,泰国餐厅,,,,"315/1 Maha Chai Rd, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752904,100.504827,拍那空县,巴杜披,,,,外带|堂食,,https://maps.google.com/?cid=2030979632973561860&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJtVSgJWyZ4jARapDuqJUuhPU,美食餐饮,Mathurose,,thai_restaurant,泰国餐厅,,,,"74 Samsan soi 4, Baan pharnthom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76402,100.499468,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=17691316456537362538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJVWEDbyGZ4jARPoerFXOCNC4,美食餐饮,Mathurot,,thai_restaurant,泰国餐厅,,,,"2-8 ซอย ตรอกไทร Phadung Dao Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740363,100.510811,三攀他旺县,噠叻仔區,,,,,,https://maps.google.com/?cid=3329429455330051902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHXFQXQCZ4jARaxVYyxKS4RQ,美食餐饮,Mega street food,,thai_restaurant,泰国餐厅,,,,"860 Soi Phanu Rangsi, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74571,100.502511,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=1504644359937070443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJqTQ3hhSZ4jARvwwlrAP_VwQ,美食餐饮,Methavalai Sorndaeng,เมธาวลัย ศรแดง,thai_restaurant,泰国餐厅,4.4,2600,PRICE_LEVEL_MODERATE,"78/2 Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756239,100.502036,拍那空县,波稳尼威区,星期一: 10:30–22:00 | 星期二: 10:30–22:00 | 星期三: 10:30–22:00 | 星期四: 10:30–22:00 | 星期五: 10:30–22:00 | 星期六: 10:30–22:00 | 星期日: 10:30–22:00,+66 61 362 6322,https://methavalaisorndaeng.carrd.co/,可预约|适合儿童|适合团体|有洗手间|外带|配送|堂食|供应早午餐|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒|供应鸡尾酒|供应葡萄酒|供应素食|现场音乐|无障碍入口|无障碍停车|无障碍洗手间|无障碍座位,,https://maps.google.com/?cid=312999090363632831&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJYzOn8BOZ4jARh8GAgyjqAIQ,美食餐饮,Mit Ko Yuan Restaurant,ร้านอาหารมิตรโกหย่วน,thai_restaurant,泰国餐厅,4.4,1285,PRICE_LEVEL_MODERATE,"186 Dinso Rd, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753785,100.501076,拍那空县,大秋千区,"星期一: 11:00–13:30, 16:00–21:30 | 星期二: 11:00–13:30, 16:00–21:30 | 星期三: 11:00–13:30, 16:00–21:30 | 星期四: 11:00–13:30, 16:00–21:30 | 星期五: 11:00–13:30, 16:00–21:30 | 星期六: 11:00–13:30, 16:00–21:30 | 星期日: 11:00–13:30, 16:00–21:30",+66 92 434 9996,https://www.wongnai.com/restaurants/mitkoyuan,适合儿童|适合团体|有洗手间|外带|配送|堂食|供应午餐|供应晚餐|供应啤酒,,https://maps.google.com/?cid=9511859872732332423&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJRxkX79aZ4jARbLTpSPRfMkk,美食餐饮,Mommi Food,,thai_restaurant,泰国餐厅,,,,"216 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758112,100.498557,拍那空县,哒叻裕区,星期一: 14:00–02:00 | 星期二: 14:00–02:00 | 星期三: 14:00–02:00 | 星期四: 14:00–02:00 | 星期五: 14:00–02:00 | 星期六: 14:00–02:00 | 星期日: 14:00–02:00,+66 61 924 8656,,适合团体|外带|配送|堂食|供应晚餐,,https://maps.google.com/?cid=5274383616404206700&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJIUU5Lm2Z4jARAvWCA0tEHtQ,美食餐饮,My Darling,,thai_restaurant,泰国餐厅,3.1,1370,PRICE_LEVEL_MODERATE,"106 Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759276,100.497782,拍那空县,哒叻裕区,星期一: 07:00–02:00 | 星期二: 07:00–02:00 | 星期三: 07:00–02:00 | 星期四: 07:00–02:00 | 星期五: 07:00–02:00 | 星期六: 07:00–02:00 | 星期日: 07:00–02:00,+66 2 629 5256,https://rbt.co.th/,适合团体|有洗手间|户外座位|外带|配送|堂食|供应早餐|供应早午餐|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒|供应鸡尾酒|供应葡萄酒|供应素食,,https://maps.google.com/?cid=15284729274314192130&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJrfglXG2Z4jAREUZy5E5nh9E,美食餐饮,Myth I Bangkok Street food | Best mango sticky rice,,thai_restaurant,泰国餐厅,,,,"84 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760147,100.496234,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=15098149864320681489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJXe2ZhSGZ4jARFQHftXlYiI0,美食餐饮,Nai Yong Curry,แกงกระหรี่นายโย่ง,thai_restaurant,泰国餐厅,3.9,135,PRICE_LEVEL_INEXPENSIVE,"201 Soi Itsaranuphap, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740975,100.508511,三攀他旺县,差甲瓦區,星期一: 休息 | 星期二: 18:00–00:00 | 星期三: 18:00–00:00 | 星期四: 18:00–00:00 | 星期五: 18:00–00:00 | 星期六: 18:00–00:00 | 星期日: 18:00–00:00,+66 98 616 2223,,适合团体|户外座位|外带|堂食|供应午餐|供应晚餐,,https://maps.google.com/?cid=10198498635946066197&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJI2XO5BOZ4jARYwpwQpslZL0,美食餐饮,Niyom Potchana,นิยมโภชนา เสาชิงช้า,thai_restaurant,泰国餐厅,4.3,203,PRICE_LEVEL_INEXPENSIVE,"109 Thanon Mahannop, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753573,100.50077,拍那空县,大秋千区,星期一: 06:30–14:30 | 星期二: 06:30–14:30 | 星期三: 06:30–14:30 | 星期四: 06:30–14:30 | 星期五: 06:30–14:30 | 星期六: 06:30–14:30 | 星期日: 休息,+66 98 429 1933,,可预约|允许携带宠物|有洗手间|户外座位|外带|配送|堂食|路边取餐|供应早餐|供应早午餐|供应午餐,,https://maps.google.com/?cid=13647074119604243043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJm6tVPwCZ4jARlaPFKExbp1k,美食餐饮,Noodles Fish Curry,,thai_restaurant,泰国餐厅,,,,"ข้างร้านขนมปัง ตรอกห้างตั้งฮั่วเส็ง สาขา, เลขที่ 172-182 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761795,100.497803,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=6460232573145949077&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOcegC3KZ4jARcSGQACiRaHw,美食餐饮,Nopparat Cuisine and Gallery,,thai_restaurant,泰国餐厅,,,,"6, 130-7/132 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76354,100.495512,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=8964574659275137393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0YNUSQCZ4jAR1-7PwnFgBgI,美食餐饮,Num Thai Food,,thai_restaurant,泰国餐厅,,,,"258/1 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763786,100.503283,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=145910079652097751&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJwzY4MwCZ4jARpKpLSibrZt4,美食餐饮,Old Pet's Rice Porridge ข้าวต้มเป็ตเจ้าเก่า,Old Pet's Rice Porridge ข้าวต้มเป็ตเจ้าเก่า,thai_restaurant,泰国餐厅,4.9,7,,"เลขที่ 112 Soi Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752838,100.503737,拍那空县,巴杜披,,,,适合儿童|适合团体|外带|堂食|供应午餐|供应晚餐,,https://maps.google.com/?cid=16025754873732246180&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJu-KvdQCZ4jARcoH1RXIFOTQ,美食餐饮,PA' DEE NOODLE ก๋วยเตี๋ยวแคะ ป้าดี,,thai_restaurant,泰国餐厅,,,,"37 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763691,100.500013,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=3763044952002888050&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJh2gtZgCZ4jARmIZUODS1OUA,美食餐饮,PAD TAHI Rambuttri,,thai_restaurant,泰国餐厅,,,,"2 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760979,100.496355,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=4627929327987885720&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJCdpEaACZ4jARiRib8xe_lBw,美食餐饮,Pa Phu Rice & Curries,,thai_restaurant,泰国餐厅,,,,"QG62+VQW, Ban Phan Thom, Phra Nakhon, Bangkok 10200",13.762236,100.50195,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=2059481039207340169&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJY2oJhyOZ4jARtbNBSUhGPYY,美食餐饮,Pa lek khai nam,,thai_restaurant,泰国餐厅,,,,"72 ริมคลองโอ่งอ่าง, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74342,100.502319,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=9672964850942325685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJgeO0SWuZ4jAR8KeWm3lWz4M,美食餐饮,PaDang Kitchen,ครัวป้าแดง บางลำพู,thai_restaurant,泰国餐厅,4.2,433,PRICE_LEVEL_INEXPENSIVE,"423, 425 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759229,100.502895,拍那空县,波稳尼威区,星期一: 06:00–14:00 | 星期二: 06:00–14:00 | 星期三: 06:00–14:00 | 星期四: 06:00–14:00 | 星期五: 06:00–14:00 | 星期六: 06:00–14:00 | 星期日: 06:00–14:00,+66 2 280 0689,,可预约|适合儿童|有洗手间|户外座位|外带|配送|堂食|路边取餐|供应早餐|供应早午餐|供应午餐|供应甜品|供应素食|无障碍停车|无障碍座位,,https://maps.google.com/?cid=9497905219449038832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtU-YPwCZ4jARserusa_hf0E,美食餐饮,Pad Thai Chinatown & Papaya Salad - Sikak Phraya Si,,thai_restaurant,泰国餐厅,,,,19/6 วังบูรพาภิรมย์ พระนคร Krung Thep Maha Nakhon 10200,13.747396,100.497524,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=4719739079228320433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxx98RQCZ4jARHM4y3uDnj2w,美食餐饮,Pad Thai Grandmother ผัดไทยคุณยาย,Pad Thai Grandmother ผัดไทยคุณยาย,thai_restaurant,泰国餐厅,4.9,81,PRICE_LEVEL_INEXPENSIVE,"96 Hua Met, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743558,100.502421,三攀他旺县,差甲瓦區,星期一: 10:00–20:00 | 星期二: 10:00–20:00 | 星期三: 10:00–20:00 | 星期四: 10:00–20:00 | 星期五: 10:00–20:00 | 星期六: 10:00–20:00 | 星期日: 10:00–20:00,,,适合儿童|外带|堂食|供应晚餐,,https://maps.google.com/?cid=7822726030752402972&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJOfAjyduZ4jARDdApnnulcdY,美食餐饮,Pad Thai Jung Yong 경찰서 앞 팟타이,,thai_restaurant,泰国餐厅,,,,"22 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759477,100.495911,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=15452313746837983245&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJFSxuFjKZ4jAR1sD0vlPZ3W4,美食餐饮,Padthai,,thai_restaurant,泰国餐厅,,,,"Soi Phiphaksa 1, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741024,100.511172,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=7988780267734352086&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJRfn8FOKZ4jARZYvuXIIXGm4,美食餐饮,Padthai 30baht,,thai_restaurant,泰国餐厅,,,,"44 Chakrapong Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759908,100.497207,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=7933679542238874469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ1bxOdxyZ4jARgyEB1KZoZeM,美食餐饮,Papaya Salad and Grilled Meats,ส้มตำติ๊บป้านาง,thai_restaurant,泰国餐厅,4.8,35,PRICE_LEVEL_INEXPENSIVE,"57 4 Prachathipatai Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758262,100.502335,拍那空县,波稳尼威区,星期一: 16:00–22:00 | 星期二: 16:00–22:00 | 星期三: 16:00–22:00 | 星期四: 16:00–22:00 | 星期五: 16:00–22:00 | 星期六: 16:00–22:00 | 星期日: 16:00–22:00,+66 98 380 0899,,适合团体|外带|配送|堂食|供应午餐|供应晚餐,,https://maps.google.com/?cid=16385617884988121475&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJv_Q5T2uZ4jAR8xSdU8m0UFo,美食餐饮,Pat Café BoRaan (แพท คาเฟ่ โบราณ),แพท คาเฟ่ โบราณ,thai_restaurant,泰国餐厅,4.2,446,PRICE_LEVEL_MODERATE,"298 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75919,100.50256,拍那空县,波稳尼威区,星期一: 06:30–22:00 | 星期二: 06:30–22:00 | 星期三: 06:30–22:00 | 星期四: 06:30–22:00 | 星期五: 06:30–22:00 | 星期六: 06:30–22:00 | 星期日: 06:30–22:00,+66 2 116 9966,http://www.patcafeboraan.com/,可预约|适合儿童|适合团体|适合观看体育|有洗手间|外带|堂食|供应早餐|供应早午餐|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒|供应葡萄酒|供应素食|无障碍入口|无障碍停车,,https://maps.google.com/?cid=6507900238334596339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9fYR82yZ4jARkR_Czrs2mME,美食餐饮,Patonggo Cafe,,thai_restaurant,泰国餐厅,,,,"246 Thanon Phra Sumen, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761203,100.499522,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=13949960026035724177&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
