Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJi4S-RMqZ4jARxjBApX4OX6E,酒店住宿,Samaya สมัย,37/5ร้านวรารัตน์ บ๊ะจ่างรสเด็ด,lodging,小屋,,,"86 Soi Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752814,100.504486,拍那空县,巴杜披,,+66 81 401 2950,,,,https://maps.google.com/?cid=11628028699995025606&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJpdETeyaZ4jAR0vqZHRM4zFA,酒店住宿,Samer Boutique Stay,เสมอ บูทิก สเตย์,hotel,酒店,,,"79/15 ถ. วิสุทธิกษัตริย์ Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764947,100.503049,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=5822090073035373266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhfvfIGyZ4jAREPzeuvxFdqg,酒店住宿,Samsen 6,สามเสน 6,lodging,住宿,,,"108 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764398,100.499833,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=12138966797393001488&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ56oSZG6Z4jARTsjBTQQ6Pdk,酒店住宿,Samsen Sam Place,สามเสนสามเพลส,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7656,100.498283,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=15653731669968537678&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ56oSZG6Z4jARM_3ELtL3X64,酒店住宿,Samsen Sam Place - Deluxe Double or Twin Room,สามเสนสามเพลส - ห้องดีลักซ์เตียงคู่หรือเตียงแฝด,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7656,100.498283,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=12565033967486827827&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0wC8YWuZ4jARdwTOIVevPKg,酒店住宿,Sant Bangkok : Kaoma room in Khaosan Road,สันต์กรุงเทพฯ : ห้องเก้าม้า ถนนข้าวสาร,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.760433,100.501602,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12122757085738697847&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0wC8YWuZ4jAR--SOeghFN4s,酒店住宿,Sant Bangkok : Morhom room in Khaosan Road,สันต์บางกอก : ห้องหมอโฮม ถนนข้าวสาร,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.760433,100.501602,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=10031562597709309179&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJT0WtHxKZ4jAR_80qwgQnjOs,酒店住宿,Santo house Bangkok,ซานโต เฮ้าส์ กรุงเทพฯ,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75337,100.497101,拍那空县,虎神庙区,,,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D23549927%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,https://maps.google.com/?cid=16972983997043494399&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJU7Z9CBCZ4jARcufLBCMxWtA,酒店住宿,Saranrom Park Hotel,โรงแรมสราญรมย์ ปาร์ค,hotel,宾馆,,,"PFWW+XJV, 110 Thanon Atsadang, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747867,100.496553,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=15013366334267058034&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJN6bH1YGZ4jAR3NMoIr9Y438,酒店住宿,Satellite House - Loog Choob Homestay,แซทเทิลไลท์เฮาส์ - ลูกชุบ โฮมสเตย์,lodging,住宿,,,"463/62 Nakhon Sawan Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.759946,100.513692,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=9215306840465265628&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOai_F1eZ4jARiuFNf0Db1Xw,酒店住宿,Sawasdee Khaosan Inn,สวัสดีข้าวสารอินน์,hotel,酒店,,,"160, 1 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759466,100.496527,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=8995336900802634122&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMTFS8HKZ4jAR5zJklfl05jk,酒店住宿,Sawasdee Krungthep Inn,สวัสดีกรุงเทพอินน์,hotel,酒店,,,"QF6V+FFW, Chana Songkhram, Phra Nakhon, Bangkok 10200",13.761228,100.493704,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=4172150720107393767&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhzR21G2Z4jAR0phKAFI2HD0,酒店住宿,Shade House Bangkok Oldtown,เฉดเฮาส์ กรุงเทพฯ เมืองเก่า,hotel,酒店,,,"195 Samsen 1 Alley, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76471,100.498162,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=4403454261481609426&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHRGt8GyZ4jARbRiHzCSBPaI,酒店住宿,Shayne Hostel,เชย์น โฮสเทล,hotel,酒店,,,"222 Thanon Phra Sumen, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761294,100.499395,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=11690642202773887085&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJGfccDQCZ4jAR2x0jBdSjWJA,酒店住宿,SiS House,บ้านซิส,hostel,青年旅舍,,,"112, 13 Soi Ban Wang Lang, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755171,100.485211,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=10401243470426742235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJiUPVQ5yZ4jARWQxm4sssikM,酒店住宿,Siam Bangkok APARTMENT,สยามบางกอกอพาร์ทเมนท์,guest_house,招待所,,,"806 Mangkon Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741869,100.508003,三攀他旺县,Samphanthawong,,+66 85 036 6524,http://siamoriental.net/,,,https://maps.google.com/?cid=4866751601515564121&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJxdik1HyZ4jARKY4ASUFUTfQ,酒店住宿,Siam Colors Hostel,สยาม คัลเลอร์ส โฮสเทล,hotel,酒店,,,"53 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76357,100.498953,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=17603819157835517481&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJAZd7MSSZ4jAR3uc0pFuYg2U,酒店住宿,Siam old town BKK,สยามเมืองเก่า กทม,hostel,青年旅舍,,,"Prachathipatai Rd, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761855,100.503006,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=7314857739144194014&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJV2fd6hSZ4jAR9qPvFRfHU2g,酒店住宿,Siamese Views Lodge,ไซมีส วิว ลอดจ์,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75713,100.502983,拍那空县,波稳尼威区,,,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D1550423%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,https://maps.google.com/?cid=7517571104977691638&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJSWZTGRGZ4jARs0j6wblw280,酒店住宿,Sin Seri Dormitory,หอพักสินเสรี,lodging,寄宿房,,,"45 Soi Sukha 1, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750866,100.498798,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=14833573740800526515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJh_YruB6Z4jAREcz0QUJpd94,酒店住宿,Sip N' Camp,ซิพ แอนด์ แคมป์,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.740892,100.502716,三攀他旺县,差甲瓦區,,,https://www.agoda.com/,,,https://maps.google.com/?cid=16030397131943889937&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJhaXIfgCZ4jARvSFLKMTLbwY,酒店住宿,Siri Heritage,สิริ เฮอริเทจ,hotel,宾馆,,,"431 ถ. เจริญกรุง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.742905,100.509277,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=463813329992491453&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJUfzyQHyZ4jARPKKqZpFBR3w,酒店住宿,Siriya hostel,หอพักสิริญา,hostel,青年旅舍,,,"95 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763028,100.501288,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=8955198476798042684&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJk2x-d2yZ4jARAHYShYLddTk,酒店住宿,Skylark bangkok 云雀,สกายลาร์ค กรุงเทพฯ สกายลาร์ค,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.76235,100.501297,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=4140458985085105664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJk2x-d2yZ4jARAZFfLgwZRpQ,酒店住宿,Skylark bangkok 云雀 - Bed in 6-Bed Female Dormitory Room,Skylark bangkok Skylark - เตียงในห้องพักรวมหญิงขนาด 6 เตียง,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.76235,100.501297,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=10684254706091397377&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHTXcRm2Z4jAR2FPNEy-7G4c,酒店住宿,Sleep Withinn Bangkok,สลีป วิธอินน์ กรุงเทพฯ,hotel,酒店,,,"76 Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760178,100.49688,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=9735580830361539544&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBcVU-neZ4jARrzT_GMD2c4E,酒店住宿,Smoking Buddy House [Weed Cafe' & Hostel],Smoking Buddy House [วีด คาเฟ่ แอนด์ โฮสเทล],hotel,酒店,,,"139 Chakrabongse Rd, ชนะสงคราม Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761324,100.497132,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=9328070558127961263&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJncQ5Y9qZ4jAREnzIqBOn1a0,酒店住宿,Social Pod Khao San Hostel,โซเชียล พอด ข้าวสาร โฮสเทล,hostel,青年旅舍,,,"188/10 - 11 Chakrabongse Road Talat Yot Subdistrict, แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200",13.761034,100.498105,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=12526101641478831122&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ1UK6GAyZ4jARwNAqEKjRWJ8,酒店住宿,Songkran Hostel Khaosan,สงกรานต์โฮสเทล ข้าวสาร,hostel,青年旅舍,,,"101/13 ถ. วิสุทธิกษัตริย์ Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763747,100.503811,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=11482157769737031872&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJT3vsmBCZ4jARpUCMqT8FRdc,酒店住宿,Sorrento Bangkok Old Town MRT Samyot,ซอร์เรนโต กรุงเทพฯ ย่านเมืองเก่า MRT สามยอด,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.747865,100.499985,拍那空县,三王府区,,,https://www.booking.com/hotel/th/sorrento-old-town-bangkok.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12781582&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12781582_grp-2_gendate-20260821,,,https://maps.google.com/?cid=15511810262533161125&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-c66SGaZ4jARzsYzU5huKc4,酒店住宿,Sri-Ayuttaya Guesthouse,เกสท์เฮาส์ศรีอยุธยา,guest_house,宾馆/民宿,,,"23/11 Sri-Ayudthaya 14,Wachira, แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300",13.771845,100.503684,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=14855526446368278222&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3c1jzGuZ4jARFZDXXbG4BWk,酒店住宿,"Sri Prasobphol Co.,Ltd.",บริษัท ศรีประสพผล จำกัด,hotel,酒店,,,"63, Visutkasat Road, Bangkhunprom, Khet Pranakhon, Bangkok, 10200, แขวงบางขุนพรหม เขตพระนคร กรุงเทพมหานคร 10200",13.763359,100.504115,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=7567657820789116949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJG87rMROZ4jAR9HgrXViHqbE,酒店住宿,Srintip Guest House,สรินทิพย์เกสต์เฮ้าส์,hotel,宾馆,,,"QF5X+9Q8, Soi Damnoen Klang Nuea, Bowon Niwet, Khet Phra Nakhon, Bangkok 10200",13.758416,100.499451,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12801912229367347444&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJC6GLXWmZ4jARSTl7q57II3c,酒店住宿,Sriwiwat Hotel,โรงแรมศรีวิวัฒน์,hotel,酒店,,,"528 Wisut Kasat, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10100",13.761252,100.504643,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=8584925898505664841&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJkbN-Q2yZ4jARRvLG3EAsZm4,酒店住宿,Studio Room @ Khaosan Area,ห้องสตูดิโอ @ ย่านข้าวสาร,hotel,酒店,,,"Peterpans Adventure Travel Bangkok, 78 Soi Samsen 2, Khwaeng Ban Phan Thom, Pranakorn District Krung Thep Maha Nakhon 10200",13.763051,100.499206,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=7955094448890114630&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJy4JikG6Z4jARJNVbC55mAgE,酒店住宿,"Stylish entire house, 4-8Pax, private group",บ้านทั้งหลังมีสไตล์ พักได้ 4-8 คน กลุ่มส่วนตัว,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.76533,100.499557,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=72733372972782884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ5-dmbWuZ4jAR5GQuXfIx7Aw,酒店住宿,Sukawadee Hotel,โรงแรมสุขาวดี,hotel,酒店,,,"29/1 Soi Banphanthom, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760889,100.5029,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=931174139974018276&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJz7WbJmyZ4jARNiz9jg6X2fY,酒店住宿,Suksawad Hotel,โรงแรมสุขสวัสดิ์,hotel,酒店,,,"QF7X+PV2, Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764263,100.499647,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=17787414292060777526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJJ2gd7CGZ4jARhBBdcVT4uGg,酒店住宿,Sunfire House,บ้านแสงตะวัน,guest_house,招待所,,,"The Luenrit community, 115 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743266,100.505099,三攀他旺县,差甲瓦區,,+66 95 745 9524,https://www.airbnb.com/rooms/1394884395778635021?guests=1&adults=1&s=67&unique_share_id=a34e5384-ed3d-4a73-bd79-49c2cf4501e3,,,https://maps.google.com/?cid=7546054217222131844&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ_ce4OHiZ4jARUdxb5Kk5-s4,酒店住宿,Sunset Residence Pinklao,ซันเซ็ท เรสซิเด้นซ์ ปิ่นเกล้า,lodging,住宿,,,"138 Soi Charan Sanitwong 40, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.772181,100.486544,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=14914296517834300497&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJx9NExHKZ4jARB71NIyJ4cWc,酒店住宿,Sunshine Guest House,ซันไชน์ เกสท์เฮาส์,hotel,酒店,,,"QF6V+2HG, Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760052,100.49396,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=7453870946291399943&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC8lS7SSZ4jARI9z4mmSiKHo,酒店住宿,SuperGai Cozy Home In Bangkok,ซุปเปอร์ไก โคซี่ โฮม อิน กรุงเทพฯ,private_guest_room,私人客房,,,"1575/111 Chateau In Town Condominium BangYeeKhan Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771873,100.492955,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=8802464024676064291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0cJQaXqZ4jARFfF8qncRqkg,酒店住宿,Suwanninplace,สุวรรณินเพลส,lodging,住宿,,,"1858 1 Soi Suwannin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771918,100.491849,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=5236016722430718229&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtTNUXmmZ4jAR37ShkqmF65o,酒店住宿,Swana Bangkok Hotel,โรงแรมสวาน่า กรุงเทพฯ,hotel,酒店,,,"332 Visuttikasat Road, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764685,100.502892,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=11163163064723944671&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJwyCYJACZ4jARChcYv_CQyeo,酒店住宿,Swat hill view resort-only for families,สวาทฮิลล์วิวรีสอร์ท สำหรับครอบครัวเท่านั้น,hotel,宾馆,,,"7, College colony saidu sharif swat kpk Pakistan, 8 Thanon Siri Phong, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753553,100.502523,拍那空县,巴杜披,,,,,,https://maps.google.com/?cid=16918212838866556682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJD86SHYmZ4jAR_be8mlvOk4I,酒店住宿,SwiftHub Hostel,สวิฟท์ฮับ โฮสเทล,hostel,青年旅舍,,,"85/8 Borommaratchachonnani Rd, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.768117,100.484795,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=9409090939340503037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJbQkTIByZ4jARt0D0ikkzyfM,酒店住宿,TEPBUNTHOM HOSTEL,เทพบุญธรรม โฮสเทล,hotel,宾馆,,,"196 Soi Phirom, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740107,100.501432,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=17566628212492222647&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJZSZrN22Z4jAR-Je1A0SG5qY,酒店住宿,THE MIXX HOSTEL,เดอะ มิกซ์ โฮสเทล,hostel,青年旅舍,,,"98/1 รามบุตรี, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon, 10200, แขวงตลาดยอด เขตพระนคร Bangkok 10200",13.759544,100.49764,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=12026447481617618936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJUTDF9AWZ4jARYL5ksLniSF0,酒店住宿,TIGER 85,ไทเกอร์ 85,inn,客栈,,,"85 Phraeng Sanphasat Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75338,100.497727,拍那空县,虎神庙区,,+66 98 968 2879,,,,https://maps.google.com/?cid=6721871731006684768&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJsz0WGleZ4jARj-MeoNIAN7U,酒店住宿,Taewez Guesthouse,เทเวศ เกสท์เฮาส์,guest_house,宾馆/民宿,,,"23/12 Sri Ayudhaya Rd. Wachiraphayaban, Dusit, Bangkok, แขวงวชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300",13.772119,100.503281,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=13057906549213553551&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe50lR8WZ4jARd0Adq07wzEw,酒店住宿,Tailandia,ไต้หวัน,lodging,住宿,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=5534062262800433271&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC2zbW22Z4jARbwP3Hqr3h4Y,酒店住宿,Tales Khaosan (Cafe & Hostel),เทลล์ ข้าวสาร (คาเฟ่ แอนด์ โฮสเทล),hostel,青年旅舍,,,"88 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759939,100.49625,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=9693989032974287727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
